化学式,dHmix,dSmix,dGmix,电子数差,原子尺寸差,电子浓度,元素种类,密度,熔点,硬度
AlCoCrNi,-15.5,11.52629192,357.2229537,0.131624466,6.134075267,7,4,6.458459772,1366.25,1.21910987
AlCoCuFeNi,-4.973006811,13.38160786,317.6131832,0.111524469,5.612451827,8.197916667,5,7.056892659,1223.40391,4.026999827
AlCoCuFeNi,-4.973006811,13.38160786,317.6131832,0.111524469,5.612451827,8.197916667,5,7.056892659,1223.40391,4.026999827
AlCoCuFeNi,-4.973006811,13.38160786,317.6131832,0.111524469,5.612451827,8.197916667,5,7.056892659,1223.40391,4.026999827
AlCoFeNi,-13.75,11.52629192,336.1760702,0.117553179,6.237363717,7.5,4,6.614401443,1285.75,1.306788108
AlCr0.5NbTiV,-15.40740741,13.14594406,428.7017339,0.037646832,5.232513176,4.444444444,5,5.64713986,1649.838175,1.640736453
AlCr1.5NbTiV,-13.75206612,13.2546386,437.0693929,0.040696417,6.288154515,4.727272727,5,5.86780852,1682.737057,1.885140448
AlCrCuFeNi,-4,13.38161053,326.6104126,0.124161186,5.628086233,7.6,5,6.763408628,1258.055769,5.122499809
AlCrCuFeNi0.6,-2.684310019,13.24232516,322.4388451,0.123320475,5.75975798,7.391304348,5,6.604060314,1241.31666,7.471215999
AlCrCuFeNi0.8,-3.402777778,13.35141737,324.5653105,0.123883906,5.693612317,7.5,5,6.686598736,1250.030753,5.976476657
AlCrCuFeNi1.2,-4.49704142,13.35788527,328.5648965,0.124213502,5.563457859,7.692307692,5,6.835066367,1265.470333,4.570274536
AlCrFeCoNiCu,-4.777777778,14.8975162,334.5927909,0.119082138,5.281130599,7.833333333,6,7.080416317,1296.37485,4.893911555
AlCrFeCoNiCuMn,-5.632653061,16.17919618,332.9303983,0.140378497,5.182612848,7.714285714,7,7.130102456,1296.37485,4.508293016
AlCrFeCoNiCuV,-7.755102041,16.17919618,332.9282758,0.124997959,4.954076535,7.428571429,7,6.927665216,1296.37485,3.274444401
AlCrFeMnNi,-12.48,13.38161053,339.8650041,0.136,5.827707431,6.8,5,6.485415758,1309.142564,1.696604393
AlCrFeMnNi,-12.48,13.38161053,339.8650041,0.136,5.827707431,6.8,5,6.485415758,1309.142564,1.696604393
AlCrFeMnNi,-12.48,13.38161053,339.8650041,0.136,5.827707431,6.8,5,6.485415758,1309.142564,1.696604393
AlCrFeMnNi,-12.48,13.38161053,339.8650041,0.136,5.827707431,6.8,5,6.485415758,1309.142564,1.696604393
AlCrFeMnNi,-12.48,13.38161053,339.8650041,0.136,5.827707431,6.8,5,6.485415758,1309.142564,1.696604393
AlCrFeNi,-13.25,11.52629192,335.6536227,0.118953773,5.957194447,7,4,6.314858074,1283.75,1.354361049
AlCrFeNiMo0.5,-11.85185185,13.14594406,382.6472339,0.172225806,6.112177396,6.666666667,5,6.781541404,1472.592315,1.936358225
AlCrFeNiMo0.8,-11.14583333,13.35141737,401.0213207,0.188402919,6.015400008,6.625,5,7.033549078,1544.520145,2.177358302
AlCrMoNbTi,-13.6,13.38,555.5965658,0.23,4.87,4.8,5,6.57,2140.09,2.11
AlCrNbTiV,-14.56,13.38161053,432.9526956,0.039698866,5.90234915,4.6,5,5.765972232,1667.706423,1.783776424
AlCrNbTiV,-14.56,13.38161053,432.9526956,0.039698866,5.90234915,4.6,5,5.765972232,1667.706423,1.783776424
AlCrNbTiV,-14.56,13.38161053,432.9526956,0.039698866,5.90234915,4.6,5,5.765972232,1667.706423,1.783776424
AlHfNbTaTiZr,-14.77777778,14.8975162,531.9761786,0.122610494,4.902772537,4.166666667,6,8.87658935,2061.161708,2.353225702
AlMo0.5NbTa0.5TiZr,-16.84,14.53,560.6278523,0.22,4.34,4.3,5,7.15,2169.09,1.87
AlMo0.5NbTa0.5TiZr,-16.84,14.53,560.6278523,0.22,4.34,4.3,5,7.15,2169.09,1.87
AlMo0.5NbTa0.5TiZr,-16.84,14.53,560.6278523,0.22,4.34,4.3,5,7.15,2169.09,1.87
AlMoNbTiV,-11.04,13.38161053,477.7526215,0.227982455,3.796497761,4.6,5,6.407773123,1840.253545,2.561661515
AlNb1.5Ta0.5Ti1.5Zr0.5,-15.12,12.51,556.3368171,0.08,3.07,4.2,5,6.85,2135.79,1.77
AlNb1.5Ta0.5Ti1.5Zr0.5,-15.12,12.51,556.3368171,0.08,3.07,4.2,5,6.85,2135.79,1.77
AlNbTaTiV,-13.44,13.38,576.2105538,0.05,3.16,4.4,5,7.89,2219.49,2.21
AlNbTiV,-16.25,11.53,510.3391989,0.03,3.3,4.25,4,5.5,1951.87,1.38
AlNbTiV,-16.25,11.53,510.3391989,0.03,3.3,4.25,4,5.5,1951.87,1.38
AlNbTiV,-16.25,11.53,510.3391989,0.03,3.3,4.25,4,5.5,1951.87,1.38
AlNbTiV,-16.25,11.53,510.3391989,0.03,3.3,4.25,4,5.5,1951.87,1.38
AlNbTiV,-16.25,11.53,510.3391989,0.03,3.3,4.25,4,5.5,1951.87,1.38
AlNbTiVZr,-17.44,13.38,515.8708658,0.11,5.53,4.2,5,5.76,1987.09,1.52
AlNbTiVZr,-17.44,13.38,515.8708658,0.11,5.53,4.2,5,5.76,1987.09,1.52
AlNbTiVZr,-17.44,13.38,515.8708658,0.11,5.53,4.2,5,5.76,1987.09,1.52
AlNbTiVZr,-17.44,13.38,515.8708658,0.11,5.53,4.2,5,5.76,1987.09,1.52
AlNbTiVZr0.1,-16.75193337,12.198543,426.6962822,0.052617394,4.420373774,4.243902439,5,5.540863957,1636.160469,1.390335392
AlNbTiVZr0.1,-16.75193337,12.198543,426.6962822,0.052617394,4.420373774,4.243902439,5,5.540863957,1636.160469,1.390335392
AlNbTiVZr0.1,-16.75193337,12.198543,426.6962822,0.052617394,4.420373774,4.243902439,5,5.540863957,1636.160469,1.390335392
AlNbTiVZr0.25,-17.38408304,12.70837022,428.692442,0.070332871,4.966561777,4.235294118,5,5.587998462,1647.036543,1.403723246
AlNbTiVZr0.5,-18.17283951,13.14594406,432.0973738,0.089083121,5.607337231,4.222222222,5,5.65713141,1662.916305,1.400519679
AlNbTiVZr0.5,-18.17283951,13.14594406,432.0973738,0.089083121,5.607337231,4.222222222,5,5.65713141,1662.916305,1.400519679
AlNbTiVZr0.5,-18.17283951,13.14594406,432.0973738,0.089083121,5.607337231,4.222222222,5,5.65713141,1662.916305,1.400519679
AlNbTiVZr1.5,-19.30578512,13.2546386,443.5350562,0.121437669,6.72027796,4.181818182,5,5.853909651,1707.650753,1.359944594
AlTiNiCuFe,-17.6,13.38161053,320.041837,0.153544782,7.162214461,7.2,5,6.121404056,1232.807266,1.145007591
AlTiNiCuFe,-17.6,13.38161053,320.041837,0.153544782,7.162214461,7.2,5,6.121404056,1232.807266,1.145007591
Co?3Cr?W?.35N?.01C,-4.38133432,7.656429182,491.2377466,0.202048919,3.596367647,7.7255,5,9.54117187,1851.343624,3.71257562
Co?3Cr?W?.35N?.01C,-4.38133432,7.656429182,491.2377466,0.202048919,3.596367647,7.7255,5,9.54117187,1851.343624,3.71257562
Co?3Cr?W?.35N?.06C,-4.47743052,7.687645172,491.2513511,0.202645099,3.699123334,7.723,5,9.538744927,1851.613088,3.648169328
Co?3Cr?W?.35N?.06C,-4.47743052,7.687645172,491.2513511,0.202645099,3.699123334,7.723,5,9.538744927,1851.613088,3.648169328
Co?3Cr?W?.35N?.1C,-4.554247,7.709559926,491.2679363,0.203120386,3.779302323,7.721,5,9.536803051,1851.82885,3.597225136
Co?3Cr?W?.35N?.1C,-4.554247,7.709559926,491.2679363,0.203120386,3.779302323,7.721,5,9.536803051,1851.82885,3.597225136
Co?3Cr?W?.35N?.25C,-4.84183,7.782229784,491.3480685,0.20488977,4.065808637,7.7135,5,9.529518466,1852.639474,3.41676229
Co?3Cr?W?.35N?.25C,-4.84183,7.782229784,491.3480685,0.20488977,4.065808637,7.7135,5,9.529518466,1852.639474,3.41676229
Co?3Cr?W?.35N?.31C,-4.95665152,7.808791533,491.3849106,0.205591884,4.174863091,7.7105,5,9.526603504,1852.964395,3.349516104
Co?3Cr?W?.35N?.31C,-4.95665152,7.808791533,491.3849106,0.205591884,4.174863091,7.7105,5,9.526603504,1852.964395,3.349516104
Co10Cr10Fe50Mn30,-0.92,9.713640154,388.6624044,0.132075736,3.833181374,7.6,4,7.760129907,1476.2,18.47017
Co10Cr10Fe50Mn30,-0.92,9.713640154,388.6624044,0.132075736,3.833181374,7.6,4,7.760129907,1476.2,18.47017
Co10Cr10Fe50Mn30,-0.92,9.713640154,388.6624044,0.132075736,3.833181374,7.6,4,7.760129907,1476.2,18.47017
Co17.5Cr12.5Fe55Ni10Mo5,-2.335,10.59100584,420.9001257,0.09995499,2.092874289,8.025,5,8.202820612,1603.994033,8.514279837
Co17.5Cr12.5Fe55Ni10Mo5,-2.335,10.59100584,420.9001257,0.09995499,2.092874289,8.025,5,8.202820612,1603.994033,8.514279837
Co18Cr12.5Fe55Ni7Mo7.5,-2.331,10.62440675,428.7501148,0.111132309,2.514010548,7.92,5,8.252868013,1634.117108,8.693085173
Co18Cr12.5Fe55Ni7Mo7.5,-2.331,10.62440675,428.7501148,0.111132309,2.514010548,7.92,5,8.252868013,1634.117108,8.693085173
Co18Cr12.5Fe55Ni7Mo7.5,-2.331,10.62440675,428.7501148,0.111132309,2.514010548,7.92,5,8.252868013,1634.117108,8.693085173
Co18Cr12.5Fe55Ni7Mo7.5,-2.331,10.62440675,428.7501148,0.111132309,2.514010548,7.92,5,8.252868013,1634.117108,8.693085173
Co20Cr20Fe20Mn20Ni20,-4.16,13.38161053,386.5578337,0.138361844,3.269463577,8,5,8.025760676,1488.962298,5.668245305
Co20Cr20Fe34Mn20Ni6,-2.5472,12.48219162,390.9731112,0.129185758,3.302527895,7.72,5,7.889472741,1500.763656,8.692811777
Co20Cr20Fe40Mn20,-1.76,11.07635214,401.6319616,0.124739729,3.316337271,7.6,4,7.831889625,1533.4,11.36930907
Co20Cr25Fe10Mn5Ni40,-4.84,11.76515168,400.8055151,0.118299408,1.801258717,8.45,5,8.262592345,1534.2913,4.393558069
Co23.25Ni23.25Fe23.25Cr23.25Mo7.00,-4.457025,12.8283229,459.8371992,0.142748021,3.881836786,8.0925,5,8.942647568,1767.45471,5.873320463
Co25Ni25Fe25Al7.5Cu17.5,0.8225,12.79604395,346.9451589,0.07690538,3.874411655,8.9,5,7.994666565,1333.355348,24.99320734
Co25Ni25Fe25Al7.5Cu17.5,0.8225,12.79604395,346.9451589,0.07690538,3.874411655,8.9,5,7.994666565,1333.355348,24.99320734
Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,-8.898629818,6.184287693,414.6795094,0.155123334,6.628898048,8.280032689,7,8.416976063,1554.212848,1.269963781
Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,-8.898629818,6.184287693,414.6795094,0.155123334,6.628898048,8.280032689,7,8.416976063,1554.212848,1.269963781
CoCrCu1FeNiTi0.5,-17.05785124,14.69798576,371.9973776,0.122359719,4.822178394,8.363636364,5,7.841713198,1440.230486,1.476343159
CoCrCuFeMn,4.16,13.38161053,358.4591731,0.136323146,3.14703294,8.2,5,8.050041276,1380.699625,5.319993162
CoCrCuFeNi,3.2,13.38,459.257999,0.09,1.07,8.8,5,8.33,1768.95,7.4
CoCrCuFeNi,3.2,13.38,459.257999,0.09,1.07,8.8,5,8.33,1768.95,7.4
CoCrCuFeNi,3.2,13.38,459.257999,0.09,1.07,8.8,5,8.33,1768.95,7.4
CoCrCuFeNi,3.2,13.38,459.257999,0.09,1.07,8.8,5,8.33,1768.95,7.4
CoCrCuFeNiTi,-8.44,14.9,463.959863,0.14,5.65,8,5,7.43,1797.63,3.17
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.025760676,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CoCrFeMnNiNbC,-38.20408163,16.17919618,417.8988372,0.31244918,15.89918052,7,7,7.541513395,1627.348856,0.804849705
CoCrFeMnNiNbC,-38.20408163,16.17919618,417.8988372,0.31244918,15.89918052,7,7,7.541513395,1627.348856,0.804849705
CoCrFeMnNiV0.25,-5.297052154,14.33614554,388.7188688,0.138098522,3.287511245,7.857142857,6,7.917904415,1502.815949,4.806542503
CoCrFeMnNiV0.5,-6.214876033,14.69798576,391.5136231,0.137594445,3.295001536,7.727272727,6,7.821545363,1515.744425,4.230678882
CoCrFeMnNiV0.75,-6.956521739,14.85564568,394.3956448,0.136911656,3.294550407,7.608695652,6,7.734938183,1527.837408,3.84600693
CoCrFeMnNiV1.0,-7.555555556,14.8975162,397.2569101,0.136096371,3.288078437,7.5,6,7.656673792,1539.173354,3.573412481
CoCrFeNb0.103Ni,-5.473010986,12.21211163,413.9434986,0.101487899,2.297778533,8.168413356,5,8.200662107,1587.301367,4.151287075
CoCrFeNb0.155Ni,-6.276635953,12.42064438,416.6059575,0.103631001,2.770916035,8.128760529,5,8.20778646,1598.792173,3.70432955
CoCrFeNb0.206Ni,-7.024812729,12.58718805,419.1988601,0.105576867,3.146080126,8.090822634,5,8.214511789,1609.774426,3.373858458
CoCrFeNb0.412Ni,-9.685938539,13.02986481,429.3171884,0.112136079,4.205658448,7.946509519,5,8.239312478,1651.446902,2.589035368
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNi,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75,5.75
CoCrFeNiMn,-4.16,13.38161053,386.5578337,0.138361844,3.269463577,8,5,8.025760676,1488.962298,5.668245305
CoCrFeNiMnC0.01,-4.554563528,13.47464902,386.5139946,0.142584003,3.704143663,7.992015968,6,8.017003668,1489.328683,5.214282666
CoCrFeNiMnC0.01,-4.554563528,13.47464902,386.5139946,0.142584003,3.704143663,7.992015968,6,8.017003668,1489.328683,5.214282666
CoCrFeNiMnC0.01,-4.554563528,13.47464902,386.5139946,0.142584003,3.704143663,7.992015968,6,8.017003668,1489.328683,5.214282666
CoCrFeNiMo0.1,-3.9,12.2,494.663284,0.11,1.96,8.2,5,8.24,1896.73,5.93
CoCrFeNiMo0.2,-4.04,12.57,500.1569836,0.12,2.51,8.14,5,8.31,1920.52,5.98
CoCrFeNiMo0.2,-4.04,12.57,500.1569836,0.12,2.51,8.14,5,8.31,1920.52,5.98
CoCrFeNiMo0.2,-4.04,12.57,500.1569836,0.12,2.51,8.14,5,8.31,1920.52,5.98
CoCrFeNiMo0.2,-4.04,12.57,500.1569836,0.12,2.51,8.14,5,8.31,1920.52,5.98
CoCrFeNiMo0.2,-4.04,12.57,500.1569836,0.12,2.51,8.14,5,8.31,1920.52,5.98
CoCrFeNiMo0.2,-4.04,12.57,500.1569836,0.12,2.51,8.14,5,8.31,1920.52,5.98
CoCrFeNiMo0.3,-4.153596539,12.82599837,426.2309224,0.127279646,2.377731963,8.093023256,5,8.374393129,1638.269287,5.902321137
CoCrFeNiMo0.3,-4.153596539,12.82599837,426.2309224,0.127279646,2.377731963,8.093023256,5,8.374393129,1638.269287,5.902321137
CoCrFeNiMo0.3,-4.153596539,12.82599837,426.2309224,0.127279646,2.377731963,8.093023256,5,8.374393129,1638.269287,5.902321137
CoCrFeNiMo0.3,-4.153596539,12.82599837,426.2309224,0.127279646,2.377731963,8.093023256,5,8.374393129,1638.269287,5.902321137
CoCrFeNiNb0.25,-7.640138408,12.70837022,421.4119843,0.107142824,3.422566258,8.058823529,5,8.220116521,1619.028721,3.147391633
CoCrFeNiNb0.25,-7.640138408,12.70837022,421.4119843,0.107142824,3.422566258,8.058823529,5,8.220116521,1619.028721,3.147391633
CoCrFeNiTi0.2,-7.346938776,12.56917544,408.1727091,0.111625792,3.658435996,8.047619048,5,7.926436279,1567.326205,3.148694856
CoCrFeNiTi0.2,-7.346938776,12.56917544,408.1727091,0.111625792,3.658435996,8.047619048,5,7.926436279,1567.326205,3.148694856
CoCrFeNiTi0.2,-7.346938776,12.56917544,408.1727091,0.111625792,3.658435996,8.047619048,5,7.926436279,1567.326205,3.148694856
CoCrFeNiTi0.2,-7.346938776,12.56917544,408.1727091,0.111625792,3.658435996,8.047619048,5,7.926436279,1567.326205,3.148694856
CoCrFeNiTi0.2,-7.346938776,12.56917544,408.1727091,0.111625792,3.658435996,8.047619048,5,7.926436279,1567.326205,3.148694856
CoCrFeNiTi0.2,-7.346938776,12.56917544,408.1727091,0.111625792,3.658435996,8.047619048,5,7.926436279,1567.326205,3.148694856
CoCrFeNiV0.25,-5.591695502,12.70837022,410.784214,0.103916389,1.335027542,8.058823529,5,8.039665753,1578.190609,4.207582807
CoCrFeNiV0.5,-7.012345679,13.14594406,413.5548991,0.108979554,1.757830503,7.888888889,5,7.912837028,1591.516091,3.495662829
CoCrFeNiV0.7,-7.913082843,13.30882902,415.8572534,0.111952101,1.980681889,7.765957447,5,7.822778129,1601.383539,3.152734132
CoCrFeNiV0.8,-8.298611111,13.35141737,417.0072112,0.113161635,2.069154559,7.708333333,5,7.781040559,1606.076589,3.023438281
CoCrFeNiV0.9,-8.646397334,13.37453678,418.1491763,0.114216451,2.146135286,7.653061224,5,7.74128875,1610.619457,2.913877644
CoCrFeNiW0.2,-3.537414966,12.56917544,440.6660026,0.148759039,2.065570286,8.142857143,5,8.906166192,1692.079042,6.982869935
CoCrFeNiW0.5,-3.259259259,13.14594406,481.875296,0.192642444,3.012227708,8,5,9.827912573,1854.419988,8.581371969
CoCrMnNi,-5.5,11.52629192,395.4734835,0.150499169,3.446992938,8,4,8.065458132,1512.5,3.74216785
CoCrMnNi,-5.5,11.52629192,395.4734835,0.150499169,3.446992938,8,4,8.065458132,1512.5,3.74216785
CoCrMoNbTi,-13.44,13.38161053,529.1503242,0.227191549,6.534212985,6,5,7.790279977,2038.236834,2.301345118
CoCrMoNbTi0.4,-12.76859504,13.01133249,541.0069404,0.224942601,6.235777745,6.272727273,5,8.327142669,2080.935735,2.398838096
CoCrMoNbTi0.4,-12.76859504,13.01133249,541.0069404,0.224942601,6.235777745,6.272727273,5,8.327142669,2080.935735,2.398838096
CoCrMoNbTi0.4,-12.76859504,13.01133249,541.0069404,0.224942601,6.235777745,6.272727273,5,8.327142669,2080.935735,2.398838096
CoCrMoNbTi0.4,-12.76859504,13.01133249,541.0069404,0.224942601,6.235777745,6.272727273,5,8.327142669,2080.935735,2.398838096
CoCrMoNbTi0.5,-12.9382716,13.14594406,538.7066514,0.225684145,6.308580241,6.222222222,5,8.225679421,2073.162136,2.383972839
CoCrMoNbTi1.0,-13.44,13.38161053,529.1503242,0.227191549,6.534212985,6,5,7.790279977,2038.236834,2.301345118
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
